Rank	Time	Wind	First.Name	Last.Name	Country	Birthdate	Race	Location	Date
1159	1135	11.03	0.0	Irina	Privalova	RUS	12.11.68	2	Monaco	02.08.1994
1160	1135	11.03	0.1	Irina	Privalova	RUS	12.11.68	2	Koln	21.08.1994
1161	1135	11.03	1.5	Mary	Onyali	NGR	03.02.68	1s2	Victoria	23.08.1994
1162	1135	11.03	0.8	Carlette	Guidry	USA	04.09.68	1q4	Goteborg	05.08.1995
1163	1135	11.03	1.4	D'Andre	Hill	USA	19.04.73	1	Eugene	01.06.1996
1164	1135	11.03	0.3	Merlene	Ottey	JAM	10.05.60	1	Kingston	28.06.1996
1165	1135	11.03	1.0	Irina	Privalova	RUS	12.11.68	3	Monaco	10.08.1996
1166	1135	11.03	1.0	Inger	Miller	USA	12.06.72	4	Monaco	10.08.1996
1167	1135	11.03	0.4	Christine	Arron	FRA	13.09.73	1	Montauban	22.07.1997
1168	1135	11.03	0.4	Sevatheda	Fynes	BAH	17.10.74	3	Athinai	03.08.1997
1169	1135	11.03	-0.3	Gail	Devers	USA	19.11.66	1	Catania	31.08.1997
1170	1135	11.03	-0.6	Li	Xuemei	CHN	05.01.77	1s1	Shanghai	17.10.1997
1171	1135	11.03	0.0	Liu	Xiaomei	CHN	11.01.72	1s2	Shanghai	17.10.1997
1172	1135	11.03	0.3	Inger	Miller	USA	12.06.72	3	Linz	05.07.1998
1173	1135	11.03	0.0	Inger	Miller	USA	12.06.72	3	Lausanne	25.08.1998
1174	1135	11.03	-0.6	Peta-Gaye	Dowdie	JAM	18.01.77	1	ElPaso	10.04.1999
1175	1135	11.03	1.0	Sevatheda	Fynes	BAH	17.10.74	1	Nassau	26.05.1999
1176	1135	11.03	-1.3	Ekaterini	Thanou	GRE	01.02.75	1	Athinai	05.06.1999
1177	1135	11.03	-0.1	Merlene	Ottey	JAM	10.05.60	1h1	Nurnberg	13.06.1999
1178	1135	11.03	1.0	Philomina	Mensah	CAN	11.05.75	1	Monachil	10.08.1999
1179	1135	11.03	0.2	Mercy	Nku	NGR	17.07.76	1	Johannesburg	15.09.1999
1180	1135	11.03	0.9	Christine	Arron	FRA	13.09.73	4rA	Lausanne	05.07.2000
1181	1135	11.03	1.3	Carlette	Guidry	USA	04.09.68	2h3	Sacramento	14.07.2000
1182	1135	11.03	0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	1rB	Zurich	11.08.2000
1183	1135	11.03	-1.2	Sevatheda	Fynes	BAH	17.10.74	2	Thessaloniki	30.08.2000
1184	1135	11.03	0.1	Sevatheda	Fynes	BAH	17.10.74	1r1	Berlin	01.09.2000
1185	1135	11.03	0.3	Muriel	Hurtis	FRA	25.03.79	3	Monaco	19.07.2002
1186	1135	11.03	-1.1	Chryste	Gaines	USA	14.09.70	1	Osaka	10.05.2003
1187	1135	11.03	0.7	Chryste	Gaines	USA	14.09.70	1	Eugene	24.05.2003
1188	1135	11.03	0.9	Ekaterini	Thanou	GRE	01.02.75	4	Saint-Denis	24.08.2003
1189	1135	11.03	0.0	Christine	Arron	FRA	13.09.73	1s1	Sotteville-les-Rouen	16.07.2004
1190	1135	11.03	0.0	Lauryn	Williams	USA	11.09.83	1q2	Athinai	20.08.2004
1191	1135	11.03	-0.1	Sherone	Simpson	JAM	12.08.84	2s2	Athinai	21.08.2004
1192	1135	11.03	0.8	Sherone	Simpson	JAM	12.08.84	1	Kingston	07.05.2005
1193	1135	11.03	1.1	Ivet	Lalova-Collio	BUL	18.05.84	1	Ostrava	09.06.2005
1194	1135	11.03	0.0	Christine	Arron	FRA	13.09.73	1	Saint-Denis	01.07.2005
1195	1135	11.03	-0.3	Christine	Arron	FRA	13.09.73	1rA	Roma	08.07.2005
1196	1135	11.03	1.5	Maria	Karastamati	GRE	10.12.84	1	Erfurt	16.07.2005
1197	1135	11.03	-0.8	Christine	Arron	FRA	13.09.73	1q2	Helsinki	07.08.2005
1198	1135	11.03	1.3	Lauryn	Williams	USA	11.09.83	1s2	Helsinki	08.08.2005
1199	1135	11.03	1.4	Kerron	Stewart	JAM	16.04.84	1	Fayetteville	14.05.2006
1200	1135	11.03	1.1	Me'Lisa	Barber	USA	04.10.80	1rA	Lausanne	11.07.2006
1201	1135	11.03	1.5	LaTasha	Jenkins	USA	19.12.77	1rA	Heusden-Zolder	22.07.2006
1202	1135	11.03	1.0	Kerron	Stewart	JAM	16.04.84	2	Kingston	23.06.2007
1203	1135	11.03	0.8	Torri	Edwards	USA	31.01.77	1	Roma	13.07.2007
1204	1135	11.03	-0.5	Me'Lisa	Barber	USA	04.10.80	1rA	Stockholm	07.08.2007
1205	1135	11.03	1.1	Gloria	Asumnu	USA	22.05.85	1	Clermont	24.05.2008
1206	1135	11.03	1.8	Lauryn	Williams	USA	11.09.83	2h1	Eugene	27.06.2008
1207	1135	11.03	1.8	LaShauntea	Moore	USA	31.07.83	4s2	Eugene	28.06.2008
1208	1135	11.03	0.0	Lauryn	Williams	USA	11.09.83	4	Beijing	17.08.2008
1209	1135	11.03	0.2	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1rA	Lausanne	02.09.2008
1210	1135	11.03	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Lausanne	07.07.2009
1211	1135	11.03	0.0	Veronica	Campbell-Brown	JAM	16.05.82	3	Monaco	28.07.2009
1212	1135	11.03	-0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	4s1	Berlin	17.08.2009
1213	1135	11.03	1.2	Chandra	Sturrup	BAH	12.09.71	3	Shanghai	20.09.2009
1214	1135	11.03	0.8	Blessing	Okagbare	NGR	10.09.88	5	Eugene	03.07.2010
1215	1135	11.03	0.4	Kelly-Ann	Baptiste	TTO	14.10.86	3	Monaco	22.07.2010
1216	1135	11.03	0.4	Sherone	Simpson	JAM	12.08.84	4	Monaco	22.07.2010
1217	1135	11.03	1.8	Blessing	Okagbare	NGR	10.09.88	1	Nairobi	29.07.2010
1218	1135	11.03	0.6	English	Gardner	USA	22.04.92	1	Tucson	14.05.2011
1219	1135	11.03	-1.4	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1s2	Daegu	29.08.2011
1220	1135	11.03	1.1	Ruddy-Zang	Milama	GAB	06.06.87	1	PortofSpain	19.05.2012
1221	1135	11.03	1.6	Ruddy-Zang	Milama	GAB	06.06.87	1	Angers	16.06.2012
1222	1135	11.03	-0.2	Veronica	Campbell-Brown	JAM	16.05.82	1h2	Kingston	29.06.2012
1223	1135	11.03	-0.2	Carmelita	Jeter	USA	24.11.79	2	London	14.07.2012
1224	1135	11.03	0.9	Sherone	Simpson	JAM	12.08.84	2	Kingston	21.06.2013
1225	1135	11.03	-0.6	Blessing	Okagbare	NGR	10.09.88	1h5	Moskva	11.08.2013
1226	1135	11.03	1.7	Remona	Burchell	JAM	15.09.91	1s2	Jacksonville	30.05.2014
1227	1135	11.03	0.9	Dafne	Schippers	NED	15.06.92	1rB	Glasgow	12.07.2014
1228	1135	11.03	0.8	Myriam	Soumare	FRA	29.10.86	7	Monaco	18.07.2014
1229	1135	11.03	0.3	Veronica	Campbell-Brown	JAM	16.05.82	2	Glasgow	28.07.2014
1230	1135	11.03	-1.4	Murielle	Ahoure	CIV	23.08.87	2	Marrakesh	11.08.2014
1231	1135	11.03	-0.4	Myriam	Soumare	FRA	29.10.86	1h4	Zurich	12.08.2014
1232	1135	11.03	-0.6	Murielle	Ahoure	CIV	23.08.87	1rA	Oslo	11.06.2015
1233	1135	11.03	2.0	Jenna	Prandini	USA	20.11.92	1h1	Eugene	11.06.2015
1234	1135	11.03	0.4	Natasha	Morrison	JAM	17.11.92	2	Kingston	26.06.2015
1235	1135	11.03	0.4	Tori	Bowie	USA	27.08.90	1rA	Boston	17.06.2016
1236	1135	11.03	0.8	Tianna	Bartoletta	USA	30.08.85	1h2	Eugene	02.07.2016
1237	1135	11.03	0.2	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h1	London	23.07.2016
1238	1135	11.03	-1.3	Michelle-Lee	Ahye	TTO	10.04.92	2h2	London	23.07.2016
1239	1135	11.03	0.5	Marie-Josee	TaLou	CIV	18.11.88	2	Roma	08.06.2017
1240	1135	11.03	1.4	Kimberlyn	Duncan	USA	02.08.91	2h1	Sacramento	22.06.2017
1241	1135	11.03	0.7	Allyson	Felix	USA	18.11.85	2h4	Sacramento	22.06.2017
1242	1135	11.03	0.7	Christania	Williams	JAM	17.10.94	2s2	Kingston	23.06.2017
1243	1135	11.03	0.3	Blessing	Okagbare	NGR	10.09.88	4	Rabat	16.07.2017
1244	1244	11.04	0.6	Ingeborg	Helten	FRG	31.12.50	1h1	Furth	13.06.1976
1245	1244	11.04	1.8	Evelyn	Ashford	USA	15.04.57	1	Indianapolis	25.07.1982
1246	1244	11.04	1.0	Marita	Koch	GDR	18.02.57	1h2	Berlin	08.06.1983
1247	1244	11.04	-0.5	Evelyn	Ashford	USA	15.04.57	1s2	Indianapolis	18.06.1983
1248	1244	11.04	1.8	Barbel	Wockel	GDR	21.03.55	2	Dresden	26.07.1984
1249	1244	11.04	1.7	Diane	Williams	USA	14.12.60	3	Zurich	22.08.1984
1250	1244	11.04	1.7	Ingrid	Auerswald	GDR	02.09.57	4	Zurich	22.08.1984
1251	1244	11.04	0.5	Alice	Brown	USA	20.09.60	2	Roma	07.09.1985
1252	1244	11.04	0.8	Anelia	Nuneva	BUL	30.06.62	2	Stuttgart	27.08.1986
1253	1244	11.04	-0.6	Gail	Devers	USA	19.11.66	1h1	Zurich	19.08.1987
1254	1244	11.04	-0.5	Merlene	Ottey	JAM	10.05.60	3	Roma	30.08.1987
1255	1244	11.04	0.9	Gwen	Torrence	USA	12.06.65	1	Knoxville	22.05.1988
1256	1244	11.04	0.6	Sheila	Echols	USA	02.10.64	1	Tampa	17.06.1988
1257	1244	11.04	0.0	Juliet	Cuthbert	JAM	09.04.64	1s1	Kingston	15.07.1988
1258	1244	11.04	1.2	Alice	Brown	USA	20.09.60	5	Indianapolis	17.07.1988
1259	1244	11.04	-0.5	Merlene	Ottey	JAM	10.05.60	1	Berlin	05.07.1989
1260	1244	11.04	0.6	Laurence	Bily	FRA	05.05.63	1	Tours	13.08.1989
1261	1244	11.04	-0.2	Merlene	Ottey	JAM	10.05.60	1	Monaco	01.09.1989
1262	1244	11.04	0.8	Merlene	Ottey	JAM	10.05.60	1	Malmo	07.08.1990
1263	1244	11.04	0.8	Mary	Onyali	NGR	03.02.68	1	Villeneuved'Ascq	01.07.1991
1264	1244	11.04	-1.0	Gwen	Torrence	USA	12.06.65	2	Zurich	07.08.1991
1265	1244	11.04	-0.1	Katrin	Krabbe	GER	22.11.69	2	Koln	08.09.1991
1266	1244	11.04	1.3	Ludmila	Engquist	RUS	21.04.64	1	Hania	31.05.1992
1267	1244	11.04	0.5	Gail	Devers	USA	19.11.66	1	Stockholm	05.07.1993
1268	1244	11.04	-0.1	Gwen	Torrence	USA	12.06.65	1	Koln	01.08.1993
1269	1244	11.04	0.7	Gail	Devers	USA	19.11.66	1q4	Stuttgart	15.08.1993
1270	1244	11.04	0.0	Gwen	Torrence	USA	12.06.65	1	Sacramento	16.06.1995
1271	1244	11.04	0.6	Melanie	Paschke	GER	29.06.70	1	Bremen	30.06.1995
1272	1244	11.04	1.9	Gail	Devers	USA	19.11.66	1	LongBeach	15.07.1995
1273	1244	11.04	1.5	Merlene	Ottey	JAM	10.05.60	1	Chemnitz	19.05.1996
1274	1244	11.04	-0.2	Chryste	Gaines	USA	14.09.70	2q1	Atlanta	14.06.1996
1275	1244	11.04	-0.1	Mary	Onyali	NGR	03.02.68	2s2	Atlanta	27.07.1996
1276	1244	11.04	1.0	Mary	Onyali	NGR	03.02.68	5	Monaco	10.08.1996
1277	1244	11.04	-0.5	Merlene	Ottey	JAM	10.05.60	3	Bruxelles	23.08.1996
1278	1244	11.04	-0.5	Sevatheda	Fynes	BAH	17.10.74	1	Bloomington	07.06.1997
1279	1244	11.04	0.2	Inger	Miller	USA	12.06.72	1h2	Indianapolis	12.06.1997
1280	1244	11.04	-0.3	Christine	Arron	FRA	13.09.73	1q4	Athinai	02.08.1997
1281	1244	11.04	0.8	Christine	Arron	FRA	13.09.73	4	Berlin	26.08.1997
1282	1244	11.04	1.2	Irina	Privalova	RUS	12.11.68	1	SanktPeterburg	27.06.1998
1283	1244	11.04	0.0	Chryste	Gaines	USA	14.09.70	3r1	Paris	29.07.1998
1284	1244	11.04	1.1	Inger	Miller	USA	12.06.72	4	Stockholm	05.08.1998
1285	1244	11.04	-0.9	Chryste	Gaines	USA	14.09.70	2rA	Zurich	12.08.1998
1286	1244	11.04	0.6	Ekaterini	Thanou	GRE	01.02.75	1h4	Budapest	18.08.1998
1287	1244	11.04	1.4	Angela	Williams	USA	30.01.80	1	Boise	05.06.1999
1288	1244	11.04	-0.1	Christine	Arron	FRA	13.09.73	4s2	Sevilla	22.08.1999
1289	1244	11.04	2.0	Lyubov	Perepelova	UZB	26.02.79	1h	Bishkek	03.06.2000
1290	1244	11.04	0.9	Chandra	Sturrup	BAH	12.09.71	2r2	Athinai	28.06.2000
1291	1244	11.04	1,7	Inger	Miller	USA	12.06.72	1h4	Sacramento	14.07.2000
1292	1244	11.04	0.1	Sevatheda	Fynes	BAH	17.10.74	4	Nassau	21.07.2000
1293	1244	11.04	-0.3	Sevatheda	Fynes	BAH	17.10.74	2rA	Monaco	10.08.2000
1294	1244	11.04	0.0	Pauline	Davis-Thompson	BAH	09.07.66	1rB	Monaco	18.08.2000
1295	1244	11.04	-0.3	Susanthika	Jayasinghe	SRI	17.12.75	1	Yokohama	09.09.2000
1296	1244	11.04	0.6	Debbie	Ferguson-McKenzie	BAH	16.01.76	4r2	Athinai	11.06.2001
1297	1244	11.04	0.1	Tayna	Lawrence	JAM	17.09.75	1	Saint-Denis	05.07.2002
1298	1244	11.04	0.8	Muna	Lee	USA	30.10.81	1	Walnut	19.04.2003
1299	1244	11.04	1.2	Christine	Arron	FRA	13.09.73	2	Monaco	14.09.2003
1300	1244	11.04	1.7	Aleen	Bailey	JAM	25.11.80	1	Birmingham	25.07.2004
1301	1244	11.04	0.1	Ivet	Lalova-Collio	BUL	18.05.84	3s1	Athinai	21.08.2004
1302	1244	11.04	0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	4s1	Athinai	21.08.2004
1303	1244	11.04	1.4	Me'Lisa	Barber	USA	04.10.80	1h3	Carson	24.06.2005
1304	1244	11.04	-0.2	Lauryn	Williams	USA	11.09.83	3	Monaco	09.09.2005
1305	1244	11.04	1.1	Allyson	Felix	USA	18.11.85	1	Lawrence	22.04.2006
1306	1244	11.04	2.0	Kim	Gevaert	BEL	05.08.78	1	Bruxelles	09.07.2006
1307	1244	11.04	-0.3	Tezdzhan	Naimova	BUL	01.05.87	1	Plovdiv	01.07.2007
1308	1244	11.04	-0.6	Veronica	Campbell-Brown	JAM	16.05.82	1r2	Thessaloniki	30.07.2007
1309	1244	11.04	-0.1	Christine	Arron	FRA	13.09.73	2s2	Osaka	27.08.2007
1310	1244	11.04	0.0	Marshevet	Hooker	USA	25.09.84	1h1	London	26.07.2008
1311	1244	11.04	1.3	Shalonda	Solomon	USA	19.12.85	1r2	NewYorkCity	30.05.2009
1312	1244	11.04	-1.1	Veronica	Campbell-Brown	JAM	16.05.82	1r1	Orlando	13.06.2009
1313	1244	11.04	0.4	Debbie	Ferguson-McKenzie	BAH	16.01.76	3	Athinai	13.07.2009
1314	1244	11.04	0.7	Kerron	Stewart	JAM	16.04.84	2	Zurich	28.08.2009
1315	1244	11.04	0.7	Debbie	Ferguson-McKenzie	BAH	16.01.76	3	Zurich	28.08.2009
1316	1244	11.04	1.5	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Ostrava	27.05.2010
1317	1244	11.04	1.8	Alexandra	Anderson	USA	28.01.87	3	Clermont	05.06.2010
1318	1244	11.04	0.2	LaShauntea	Moore	USA	31.07.83	1	Roma	10.06.2010
1319	1244	11.04	-2.1	Carmelita	Jeter	USA	24.11.79	1	Tangiers	18.07.2010
1320	1244	11.04	0.3	Carmelita	Jeter	USA	24.11.79	2h1	London	14.08.2010
1321	1244	11.04	1.6	Alexandra	Anderson	USA	28.01.87	1s1	Eugene	24.06.2011
1322	1244	11.04	1.6	Kerron	Stewart	JAM	16.04.84	1h2	Kingston	24.06.2011
1323	1244	11.04	0.6	Kerron	Stewart	JAM	16.04.84	3	Saint-Denis	08.07.2011
1324	1244	11.04	0.2	Carmelita	Jeter	USA	24.11.79	1	Georgetown	09.05.2012
1325	1244	11.04	-1.7	Veronica	Campbell-Brown	JAM	16.05.82	1h1	Clermont	09.06.2012
1326	1244	11.04	1.5	Kerron	Stewart	JAM	16.04.84	1h3	Kingston	29.06.2012
1327	1244	11.04	1.5	Aleen	Bailey	JAM	25.11.80	2h3	Kingston	29.06.2012
1328	1244	11.04	1.0	Kerron	Stewart	JAM	16.04.84	4s3	London	04.08.2012
1329	1244	11.04	1.2	Blessing	Okagbare	NGR	10.09.88	1	Beijing	21.05.2013
1330	1244	11.04	1.2	Ivet	Lalova-Collio	BUL	18.05.84	1	Oslo	13.06.2013
1331	1244	11.04	1.5	Shalonda	Solomon	USA	19.12.85	2rA	Madrid	13.07.2013
1332	1244	11.04	-0.3	Blessing	Okagbare	NGR	10.09.88	6	Moskva	12.08.2013
1333	1244	11.04	-0.9	Michelle-Lee	Ahye	TTO	10.04.92	1	Ponce	17.05.2014
1334	1244	11.04	0.6	Morolake	Akinosun	USA	17.05.94	1h2	Eugene	11.06.2014
1335	1244	11.04	-0.7	Veronica	Campbell-Brown	JAM	16.05.82	1	Zurich	28.08.2014
1336	1244	11.04	-0.7	Murielle	Ahoure	CIV	23.08.87	2	Zurich	28.08.2014
1337	1244	11.04	-2.5	Remona	Burchell	JAM	15.09.91	2r1	Gainesville	03.04.2015
1338	1244	11.04	0.3	Veronica	Campbell-Brown	JAM	16.05.82	1	RiodeJaneiro	19.04.2015
1339	1244	11.04	1.5	Rosangela	Santos	BRA	20.12.90	3rB	Eugene	30.05.2015
1340	1244	11.04	0.2	Murielle	Ahoure	CIV	23.08.87	5	Saint-Denis	04.07.2015
1341	1244	11.04	0.9	Rosangela	Santos	BRA	20.12.90	4	Toronto	22.07.2015
1342	1244	11.04	0.5	Veronica	Campbell-Brown	JAM	16.05.82	2h1	Beijing	23.08.2015
1343	1244	11.04	0.5	Marie-Josee	TaLou	CIV	18.11.88	3s1	Beijing	24.08.2015
1344	1244	11.04	-0.3	English	Gardner	USA	22.04.92	1rA	BaieMahault	14.05.2016
1345	1244	11.04	0.7	Simone	Facey	JAM	07.05.85	1s2	Kingston	01.07.2016
1346	1244	11.04	1.2	Gina	Luckenkemper	GER	21.11.96	2r1	Mannheim	29.07.2016
1347	1244	11.04	-0.1	Christania	Williams	JAM	17.10.94	1r2	Zurich	01.09.2016
1348	1244	11.04	-0.3	Tori	Bowie	USA	27.08.90	2	Shanghai	13.05.2017
1349	1244	11.04	1.8	Gina	Luckenkemper	GER	21.11.96	1h1	Zeulenroda	25.05.2017
1350	1244	11.04	0.3	Deajah	Stevens	USA	19.05.95	2rA	Eugene	10.06.2017
1351	1244	11.04	-0.2	English	Gardner	USA	22.04.92	2h3	Sacramento	22.06.2017
1352	1244	11.04	0.8	Simone	Facey	JAM	07.05.85	2	Kingston	23.06.2017
1353	1244	11.04	-0.8	Blessing	Okagbare	NGR	10.09.88	1h1	London	09.07.2017
1354	1244	11.04	0.3	Kelly-Ann	Baptiste	TTO	14.10.86	5	Rabat	16.07.2017
1355	1244	11.04	-0.1	Rosangela	Santos	BRA	20.12.90	1h5	London	05.08.2017
1356	1244	11.04	1.3	Murielle	Ahoure	CIV	23.08.87	2h1	London	05.08.2017
1357	1244	11.04	0.2	Michelle-Lee	Ahye	TTO	10.04.92	3s3	London	06.08.2017
1358	1244	11.04	0.8	Tianna	Bartoletta	USA	30.08.85	1r1	Berlin	27.08.2017
1359	1359	11.05	1.1	Annegret	Richter	FRG	13.10.50	1q1	Montreal	24.07.1976
1360	1359	11.05	0.4	Marlies	Gohr	GDR	21.03.58	1	Potsdam	19.08.1978
1361	1359	11.05	1.4	Marlies	Gohr	GDR	21.03.58	1	Karl-Marx-Stadt	10.06.1979
1362	1359	11.05	0.9	Evelyn	Ashford	USA	15.04.57	1s1	SanJuan	07.07.1979
1363	1359	11.05	-0.5	Marlies	Gohr	GDR	21.03.58	1s1	Helsinki	08.08.1983
1364	1359	11.05	0.0	Evelyn	Ashford	USA	15.04.57	1	Grosseto	10.08.1986
1365	1359	11.05	1.2	Silke	Moller	GER	20.06.64	2s2	Stuttgart	27.08.1986
1366	1359	11.05	0.6	Angela	Bailey	CAN	28.02.62	1h3	Budapest	06.07.1987
1367	1359	11.05	-0.3	Gail	Devers	USA	19.11.66	1	Westwood	22.05.1988
1368	1359	11.05	0.9	Merlene	Ottey	JAM	10.05.60	1	Luzern	11.06.1988
1369	1359	11.05	1.0	Kerstin	Behrendt	GER	02.09.67	3	Potsdam	08.09.1988
1370	1359	11.05	1.0	Lyudmila	Kondratyeva	RUS	11.04.58	3q3	Seoul	24.09.1988
1371	1359	11.05	2.0	Dawn	Sowell	USA	27.03.66	1	Luzern	24.06.1989
1372	1359	11.05	1.1	Evelyn	Ashford	USA	15.04.57	1	Sapporo	26.08.1989
1373	1359	11.05	0.0	Sheila	Echols	USA	02.10.64	2	Seattle	24.07.1990
1374	1359	11.05	0.0	Michelle	Burrell	USA	08.05.65	3	Seattle	24.07.1990
1375	1359	11.05	0.1	Irina	Slyusar	UKR	19.03.63	1	Kiev	15.07.1992
1376	1359	11.05	0.0	Gail	Devers	USA	19.11.66	4	Zurich	19.08.1992
1377	1359	11.05	-0.3	Mary	Onyali	NGR	03.02.68	5	Stuttgart	16.08.1993
1378	1359	11.05	1.1	Gwen	Torrence	USA	12.06.65	1	Luzern	29.06.1994
1379	1359	11.05	0.0	Li	Xuemei	CHN	05.01.77	1	Chengdu	20.04.1997
1380	1359	11.05	0.0	Li	Xuemei	CHN	05.01.77	1	Chengdu	01.06.1997
1381	1359	11.05	1.1	Andrea	Philipp	GER	29.07.71	1	Dortmund	08.06.1997
1382	1359	11.05	0.2	Zhanna	Block	UKR	06.07.72	2	Villeneuved'Ascq	29.06.1997
1383	1359	11.05	0.4	Merlene	Ottey	JAM	10.05.60	1	Hechtel	19.07.1997
1384	1359	11.05	0.4	Christine	Arron	FRA	13.09.73	4	Athinai	03.08.1997
1385	1359	11.05	0.4	Inger	Miller	USA	12.06.72	1	Kingston	19.09.1997
1386	1359	11.05	0.5	Beverly	McDonald	JAM	15.02.70	1	Waco	19.04.1998
1387	1359	11.05	0.7	Sevatheda	Fynes	BAH	17.10.74	2	Ad-Dawhah	07.05.1998
1388	1359	11.05	-0.6	Zhanna	Block	UKR	06.07.72	1	Luzern	02.07.1998
1389	1359	11.05	0.4	Inger	Miller	USA	12.06.72	1	Zagreb	07.07.1998
1390	1359	11.05	1.1	Sevatheda	Fynes	BAH	17.10.74	5	Stockholm	05.08.1998
1391	1359	11.05	0.0	Sevatheda	Fynes	BAH	17.10.74	3	Monaco	08.08.1998
1392	1359	11.05	0.0	Merlene	Ottey	JAM	10.05.60	4	Monaco	08.08.1998
1393	1359	11.05	-1.1	Mary	Onyali	NGR	03.02.68	1	Dakar	19.08.1998
1394	1359	11.05	1.1	Mary	Onyali	NGR	03.02.68	3	Johannesburg	12.09.1998
1395	1359	11.05	-0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	1	Athens	16.05.1999
1396	1359	11.05	-0.4	Merlene	Ottey	JAM	10.05.60	1	Nurnberg	13.06.1999
1397	1359	11.05	1.6	Zhanna	Block	UKR	06.07.72	1	Hania	28.07.1999
1398	1359	11.05	2.0	Irina	Privalova	RUS	12.11.68	1	Tula	29.07.1999
1399	1359	11.05	0.9	Sevatheda	Fynes	BAH	17.10.74	3r2	Athinai	28.06.2000
1400	1359	11.05	-1.0	Inger	Miller	USA	12.06.72	2	Sacramento	15.07.2000
1401	1359	11.05	-0.3	Christine	Arron	FRA	13.09.73	3rA	Monaco	10.08.2000
1402	1359	11.05	0.9	Chryste	Gaines	USA	14.09.70	1s1	Eugene	22.06.2001
1403	1359	11.05	-1.5	Chandra	Sturrup	BAH	12.09.71	1rB	Lausanne	04.07.2001
1404	1359	11.05	-0.1	Zhanna	Block	UKR	06.07.72	1	Oslo	13.07.2001
1405	1359	11.05	0.3	Ekaterini	Thanou	GRE	01.02.75	1s2	Edmonton	06.08.2001
1406	1359	11.05	1.4	LaTasha	Jenkins	USA	19.12.77	1	Nashville	20.04.2002
1407	1359	11.05	0.3	Ekaterini	Thanou	GRE	01.02.75	1s1	Munchen	07.08.2002
1408	1359	11.05	1.7	Natalya	Safronnikova	BLR	28.02.73	1	Minsk	28.06.2003
1409	1359	11.05	0.0	Torri	Edwards	USA	31.01.77	2rA	Roma	11.07.2003
1410	1359	11.05	-0.1	Christine	Arron	FRA	13.09.73	3rA	Zurich	15.08.2003
1411	1359	11.05	0.2	Christine	Arron	FRA	13.09.73	1rA	SainteAnne	20.05.2004
1412	1359	11.05	1.6	Inger	Miller	USA	12.06.72	1	Eugene	19.06.2004
1413	1359	11.05	1.6	Gail	Devers	USA	19.11.66	2	Eugene	19.06.2004
1414	1359	11.05	-0.1	Aleen	Bailey	JAM	25.11.80	5	Athinai	21.08.2004
1415	1359	11.05	0.2	Me'Lisa	Barber	USA	04.10.80	1	NewYorkCity	11.06.2005
1416	1359	11.05	0.0	Chandra	Sturrup	BAH	12.09.71	2	Saint-Denis	01.07.2005
1417	1359	11.05	0.3	Me'Lisa	Barber	USA	04.10.80	2	Bruxelles	26.08.2005
1418	1359	11.05	1.1	Lauryn	Williams	USA	11.09.83	2	Shanghai	17.09.2005
1419	1359	11.05	0.7	Allyson	Felix	USA	18.11.85	1	Yokohama	19.09.2005
1420	1359	11.05	2.0	Carmelita	Jeter	USA	24.11.79	4	Carson	20.05.2007
1421	1359	11.05	1.0	Sherri-Ann	Brooks	JAM	11.02.83	3	Kingston	23.06.2007
1422	1359	11.05	0.2	Torri	Edwards	USA	31.01.77	1	Rethymno	18.07.2007
1423	1359	11.05	-0.5	Sanya	Richards-Ross	USA	26.02.85	2rA	Stockholm	07.08.2007
1424	1359	11.05	-0.2	Torri	Edwards	USA	31.01.77	4	Osaka	27.08.2007
1425	1359	11.05	-0.2	Kim	Gevaert	BEL	05.08.78	5	Osaka	27.08.2007
1426	1359	11.05	0.3	Kim	Gevaert	BEL	05.08.78	1	Nivelles	10.05.2008
1427	1359	11.05	1.8	Carmelita	Jeter	USA	24.11.79	5s2	Eugene	28.06.2008
1428	1359	11.05	2.0	Montell	Douglas	GBR	24.01.86	1	Loughborough	17.07.2008
1429	1359	11.05	0.0	Veronica	Campbell-Brown	JAM	16.05.82	2h1	London	26.07.2008
1430	1359	11.05	-0.2	Kerron	Stewart	JAM	16.04.84	1s2	Beijing	17.08.2008
1431	1359	11.05	-0.3	Alexandra	Anderson	USA	28.01.87	1	Norman	30.05.2009
1432	1359	11.05	1.3	Tianna	Bartoletta	USA	30.08.85	2r2	NewYorkCity	30.05.2009
1433	1359	11.05	0.0	Kelly-Ann	Baptiste	TTO	14.10.86	3q4	Berlin	16.08.2009
1434	1359	11.05	0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	6	Berlin	17.08.2009
1435	1359	11.05	0.1	Chandra	Sturrup	BAH	12.09.71	7	Berlin	17.08.2009
1436	1359	11.05	0.5	Kerron	Stewart	JAM	16.04.84	3	Bruxelles	04.09.2009
1437	1359	11.05	-0.3	Veronica	Campbell-Brown	JAM	16.05.82	2	Daegu	19.05.2010
